GeneSymbol	counts
LINGO4	5
RORC	11
C2CD4D	3
C2CD4D-AS1	0
THEM5	4
THEM4	6
S100A10	1377
NBPF18P	0
S100A11	460
LOC100131107	0
TCHHL1	0
TCHH	1
RPTN	0
HRNR	0
FLG	0
CCDST	0
FLG2	0
CRNN	0
LCE5A	0
CRCT1	0
LCE3E	18
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	4
KPLCE	1
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	1
LCE1B	2
LCE1A	2
LCE6A	0
SMCP	0
IVL	88
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	2
SPRR2D	1
SPRR2A	4
SPRR2B	5
SPRR2E	0
SPRR2F	1
SPRR2C	0
SPRR2G	3
LOC101928009	0
LELP1	0
PRR9	0
LORICRIN	0
PGLYRP3	0
PGLYRP4	0
S100A9	13
S100A12	15
S100A8	127
S100A7A	0
S100A7L2	0
S100A7	0
S100A6	337
S100A5	6
S100A4	41
LOC101928034	0
S100A3	0
S100A2	430
S100A16	48
S100A14	27
S100A13	271
S100A1	3
CHTOP	214
SNAPIN	864
ILF2	42
TRX-CAT1-1	0
NPR1	4
MIR8083	0
INTS3	633
SLC27A3	13
LOC343052	0
NA	0
GATAD2B	1288
DENND4B	8
CRTC2	516
SLC39A1	21
MIR6737	0
CREB3L4	3
JTB	1396
RAB13	48
RPS27	39
NUP210L	76
MIR5698	0
TPM3	182
MIR190B	0
CFAP141	21
C1orf43	1645
UBAP2L	57
HAX1	31
AQP10	5
ATP8B2	293
IL6R	20
SHE	4
TDRD10	2
UBE2Q1	12
UBE2Q1-AS1	0
CHRNB2	0
ADAR	3069
KCNN3	75
PMVK	9
PBXIP1	57
PYGO2	8
PYGO2-AS1	0
SHC1	91
CKS1B	2
MIR4258	0
FLAD1	38
LENEP	0
ZBTB7B	2
DCST2	157
DCST1	0
DCST1-AS1	0
ADAM15	1250
EFNA4	35
EFNA3	2
EFNA1	26
SLC50A1	129
DPM3	5
KRTCAP2	89
TRIM46	2
MUC1	1991
MIR92B	0
THBS3	2
MTX1	27
GBA1LP	4
GBA1	9
ENTREP3	0
SCAMP3	17
CLK2	18
HCN3	20
PKLR	3
FDPS	24
RUSC1-AS1	0
RUSC1	394
ASH1L	73
MIR555	0
POU5F1P4	254
ASH1L-AS1	22
MSTO1	63
YY1AP1	5
DAP3	24
MSTO2P	49
GON4L	377
SYT11	328
RIT1	192
KHDC4	31
SNORA80E	2690
SCARNA4	0
RXFP4	11
ARHGEF2	43
MIR6738	0
LOC105371729	0
SSR2	615
UBQLN4	12
LAMTOR2	74
RAB25	661
MEX3A	114
LMNA	10113
SEMA4A	608
SLC25A44	335
PMF1	0
PMF1-BGLAP	0
BGLAP	0
PAQR6	22
SMG5	50
TMEM79	1
GLMP	36
VHLL	0
CCT3	35
TSACC	0
RHBG	0
MIR9-1HG	0
MIR9-1	0
MEF2D	1112
IQGAP3	86
TTC24	8
NAXE	38
GPATCH4	0
LOC101928177	0
HAPLN2	0
BCAN	0
NES	859
CRABP2	1592
ISG20L2	457
METTL25B	172
MRPL24	6
HDGF	92
PRCC	590
SH2D2A	3
NTRK1	0
INSRR	6
PEAR1	0
LRRC71	54
ARHGEF11	8
MIR765	0
ETV3L	0
ETV3	44
CYCSP52	200
FCRL5	8
FCRL4	0
FCRL3	61
FCRL2	68
FCRL1	76
CD5L	0
KIRREL1	21
LINC01704	0
CD1D	1
CD1A	40
CD1C	121
CD1B	12
CD1E	64
OR10T2	4
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0
OR6K2	0
OR6K3	6
OR6K6	7
OR6N1	5
OR6N2	0
MNDA	11
PYHIN1	4
IFI16	73
AIM2	1
TRR-TCT4-1	0
CADM3	25
CADM3-AS1	0
ACKR1	166
FCER1A	1
OR10J3	10
OR10J1	2
OR10J5	0
APCS	0
CRP	0
DUSP23	26
FCRL6	0
SLAMF8	227
SNHG28	1
VSIG8	24
CFAP45	8
MIR4259	0
TAGLN2	91
IGSF9	169
SLAMF9	0
LINC01133	0
PIGM	182
KCNJ10	0
KCNJ9	0
IGSF8	1072
ATP1A2	6
ATP1A4	0
CASQ1	0
LOC729867	0
PEA15	84
DCAF8	44
PEX19	3
NHLH1	1
COPA	112
SUMO1P3	1041
NCSTN	12
VANGL2	78
SLAMF6	4
CD84	210
SLAMF1	1
CD48	10
SLAMF7	7
LY9	4
CD244	7
ITLN1	0
LOC101928372	0
ITLN2	22
F11R	4595
TSTD1	385
USF1	206
ARHGAP30	4
NECTIN4	6
KLHDC9	1
PFDN2	1288
NIT1	326
DEDD	1
UFC1	44
USP21	8
PPOX	84
B4GALT3	691
ADAMTS4	26
NDUFS2	618
FCER1G	35
APOA2	0
TOMM40L	159
MIR5187	0
NR1I3	0
PCP4L1	16
MPZ	14
SDHC	32
CFAP126	1
TRV-CAC1-1	0
TRE-TTC4-2	0
TRN-GTT2-2	0
TRG-TCC4-1	0
TRD-GTC2-1	0
TRL-CAG1-1	0
TRG-GCC1-1	0
TRE-CTC1-2	0
TRG-TCC2-2	0
TRD-GTC2-2	0
TRL-CAG1-2	0
TRG-GCC1-2	0
TRE-CTC1-3	0
TRG-TCC2-3	0
TRD-GTC2-3	0
TRL-CAG1-3	0
TRG-GCC1-3	0
TRE-CTC1-4	0
TRG-TCC2-4	0
TRD-GTC2-4	0
TRL-CAG1-4	0
TRG-GCC1-4	0
TRE-CTC1-5	0
TRG-TCC2-5	0
TRD-GTC2-5	1
TRL-CAG1-5	0
TRG-GCC4-1	0
FCGR2A	22
TRG-GCC2-1	0
HSPA6	765
TRL-CAG1-6	0
TRG-TCC2-6	0
TRN-GTT1-1	0
FCGR3A	12
FCGR2C	318
HSPA7	2939
TRL-CAA6-1	0
FCGR3B	22
FCGR2B	257
RPL31P11	8
FCRLA	79
FCRLB	1
DUSP12	237
ATF6-DT	0
ATF6	86
OLFML2B	366
NOS1AP	182
MIR4654	0
MIR556	0
SPATA46	0
C1orf226	20
SH2D1B	10
UHMK1	80
UAP1	15
DDR2	5
HSD17B7	18
CCDC190	43
RGS4	0
RGS5	23
RGS5-AS1	0
NUF2	22
LOC100422212	0
PBX1	8
PBX1-AS1	0
LMX1A	0
RXRG	0
LRRC52-AS1	0
LRRC52	3
MGST3	1495
ALDH9A1	814
LOC440700	0
TMCO1	56
TMCO1-AS1	0
UCK2	4
MIR3658	0
FAM78B	1
MIR921	0
FMO9P	0
POGK	270
TADA1	2
ILDR2	0
MAEL	5
GPA33	0
STYXL2	0
LINC01363	1
POU2F1	60
CD247	5
CREG1	39
RCSD1	350
TRP-CGG1-1	0
TRP-AGG2-1	0
MPZL1	8
ADCY10	7
MPC2	9
DCAF6	4
MIR1255B2	0
GPR161	15
TIPRL	291
SFT2D2	17
ANKRD36BP1	3120
TBX19	3
MIR557	0
LOC100505918	0
LOC101928565	0
XCL2	46
XCL1	18
DPT	14
LINC00626	0
LINC00970	0
LOC101928596	0
ATP1B1	3066
NME7	10
BLZF1	22
CCDC181	0
SLC19A2	153
F5	2
SELP	0
SELL	10
SELE	71
METTL18	2
FIRRM	0
SCYL3	11
KIFAP3	60
NTMT2	0
MIR3119-2	0
MIR3119-1	0
LINC01142	0
GORAB-AS1	0
GORAB	279
PRRX1	1
MROH9	0
FMO3	5
MIR1295A	0
MIR1295B	0
FMO6P	18
FMO2	54
FMO1	0
FMO4	0
TOP1P1	0
PRRC2C	3331
MYOC	20
VAMP4	13
METTL13	93
DNM3	28
DNM3-IT1	0
DNM3OS	85
MIR214	0
MIR3120	0
MIR199A2	0
NA	0
C1orf105	0
PIGC	246
SUCO	9
FASLG	49
TNFSF18	10
TNFSF4	12
LOC100506023	195
PRDX6-AS1	0
PRDX6	420
SLC9C2	0
TEX50	0
ANKRD45	0
KLHL20	663
CENPL	0
DARS2	0
GAS5-AS1	63
GAS5	91
SNORD81	0
SNORD47	0
SNORD80	0
SNORD79	0
SNORD78	0
SNORD44	0
SNORD77	0
SNORD76	0
SNORD75	0
SNORD74	0
ZBTB37	8
SERPINC1	0
RC3H1	1380
RABGAP1L-DT	0
RABGAP1L	19
GPR52	134
RABGAP1L-AS1	0
CACYBP	0
MRPS14	5
TNN	1
KIAA0040	205
TNR	4
NA	0
LINC01657	0
COP1	183
SCARNA3	2547
PAPPA2	22
ASTN1	0
MIR488	0
BRINP2	0
LINC01645	0
LINC01741	0
SEC16B	282
CRYZL2P	8
RASAL2-AS1	1
RASAL2	5
CLEC20A	0
TEX35	3
NA	0
C1orf220	1
MIR4424	0
RALGPS2	64
ANGPTL1	3
FAM20B	291
TOR3A	14
ABL2	780
SOAT1	67
AXDND1	0
NPHS2	0
TDRD5	0
FAM163A	0
TOR1AIP2	24
TOR1AIP1	667
CEP350	15
QSOX1	290
NA	467
LHX4	0
LHX4-AS1	6
ACBD6	193
MIR3121	0
OVAAL	0
XPR1	18
KIAA1614	1
STX6	199
MR1	8
IER5	576
LINC01732	0
LINC01699	0
CACNA1E	0
ZNF648	0
LINC01344	0
GLUL	87
TEDDM1	4
LINC00272	0
RGSL1	0
RNASEL	4
RGS16	594
LINC01686	1
RGS8	0
NPL	5
DHX9	14
SHCBP1L	0
LAMC1	1242
LAMC2	649
NMNAT2	63
SMG7-AS1	0
SMG7	16
NCF2	219
ARPC5	31
RGL1	760
APOBEC4	11
COLGALT2	0
TSEN15	0
NA	0
C1orf21	1
EDEM3	2
NIBAN1	59
LINC01633	0
RNF2	6
TRMT1L	2
SWT1	6
IVNS1ABP	457
GS1-279B7.1	0
LINC01350	0
HMCN1	76
PRG4	4
TPR	30
ODR4	2
NA	406
PDC-AS1	0
PDC	0
PTGS2	6
PACERR	0
PLA2G4A	7
LINC01036	0
NA	0
BRINP3	0
BRINP3-DT	0
LINC01720	0
RGS18	1
RGS21	0
RGS1	1011
RGS13	107
MIR4426	0
RGS2	247
RGS2-AS1	0
UCHL5	0
RO60	4
GLRX2	1
CDC73	4
MIR1278	0
B3GALT2	1
LINC01031	0
KCNT2	0
MIR4735	0
CFH	687
CFHR3	0
CFHR1	0
CFHR4	2
CFHR2	0
CFHR5	0
F13B	0
ASPM	2
ZBTB41	306
CRB1	0
DENND1B	5
C1orf53	102
LHX9	61
NEK7	1105
ATP6V1G3	0
PTPRC	845
MIR181A1HG	0
MIR181B1	0
MIR181A1	0
LINC01222	0
LINC01221	0
LINC02789	0
NR5A2	0
LINC00862	1
ZNF281	5
KIF14	2
DDX59	26
DDX59-AS1	0
CAMSAP2	5
GPR25	7
INAVA	3
KIF21B	0
CACNA1S	2
ASCL5	0
TMEM9	20
IGFN1	1
PKP1	0
TNNT2	24
LAD1	298
TNNI1	0
PHLDA3	15
CSRP1	182
RPS10P7	581
NAV1	10
IPO9-AS1	0
MIR5191	0
MIR1231	0
IPO9	70
MIR6739	0
SHISA4	271
LMOD1	265
TIMM17A	9
RNPEP	574
MIR6740	0
ELF3	253
GPR37L1	0
ARL8A	8
PTPN7	215
PTPRVP	0
LGR6	75
UBE2T	1
PPP1R12B	4
SYT2	1
KDM5B	74
PCAT6	0
MGAT4EP	4
ACTG1P25	0
RABIF	628
KLHL12	2
ADIPOR1	20
CYB5R1	34
MGAT4FP	0
TMEM183A	4
PPFIA4	1
MYOG	0
ADORA1	1
MYBPH	27
CHI3L1	712
CHIT1	692
LINC01353	0
BTG2-DT	0
BTG2	2333
FMOD	7
PRELP	2630
OPTC	0
ATP2B4	47
SNORA77	623
LINC00260	0
LAX1	24
ZC3H11A	19
ZBED6	5131
SNRPE	1
LINC00303	0
SOX13	357
ETNK2	3
ERLNC1	0
REN	0
KISS1	0
GOLT1A	1
PLEKHA6	4
LINC00628	14
PPP1R15B	50
PIK3C2B	318
TRK-TTT3-1	0
TRK-TTT3-2	0
MDM4	544
LRRN2	2
NFASC	82
CNTN2	0
TMEM81	52
RBBP5	1
DSTYK	74
TMCC2	0
NUAK2	6
KLHDC8A	44
LEMD1-AS1	2
LEMD1	1
BLACAT1	0
NA	1
MIR135B	0
TRK-TTT8-1	0
CDK18	28
MFSD4A-AS1	145
MFSD4A	215
ELK4	1081
SLC45A3	2
NUCKS1	1436
RAB29	86
SLC41A1	7
PM20D1	0
PM20D1-AS1	0
SLC26A9	6
SLC26A9-AS1	0
LOC103021295	0
RAB7B	0
CTSE	526
RHEX	7
AVPR1B	0
FAM72A	2
SRGAP2	37
IKBKE	6
MIR6769B	0
RASSF5	8
EIF2D	8
DYRK3	248
MAPKAPK2	35
IL10	8
IL19	0
IL20	0
IL24	1
FCMR	145
PIGR	11677
FCAMR	7
C1orf116	399
PFKFB2	531
YOD1	6
C4BPB	2
C4BPA	22
CD55	589
CR2	6
CR1	0
CR1L	1
CD46	84
MIR29C	0
MIR29B2	0
LOC148696	265
CD34	134
LINC02767	0
PLXNA2	59
MIR205HG	58
MIR205	0
CAMK1G	16
LAMB3	4
MIR4260	0
G0S2	29
HSD11B1	1
TRAF3IP3	6
C1orf74	7
IRF6	3
UTP25	11
SYT14	0
SERTAD4-AS1	76
SERTAD4	6
NA	0
HHAT	7
KCNH1	0
RCOR3	1026
TRAF5	1
LINC00467	169
RD3	5
SLC30A1	73
NEK2	1
LPGAT1	484
LPGAT1-AS1	0
INTS7	42
DTL	2
RPL21P28	97
MIR3122	0
LINC02608	0
PPP2R5A	8
SNORA16B	2
PACC1	63
NENF	19
LINC01740	0
ATF3	69
GARIN4	12
BATF3	14
NSL1	109
TATDN3	1
SPATA45	0
FLVCR1-DT	0
FLVCR1	5
VASH2	0
ANGEL2	4
RPS6KC1	10
PROX1-AS1	0
LINC00538	0
PROX1	76
LINC02775	0
SMYD2	252
PTPN14	408
CENPF	84
KCNK2	0
NA	0
KCTD3	268
USH2A	0
USH2A-AS2	0
ESRRG	0
GPATCH2	1071
SPATA17	47
SPATA17-AS1	0
LINC00210	0
LINC01653	0
RRP15	15
TGFB2-AS1	0
TGFB2	199
TGFB2-OT1	0
LYPLAL1-DT	0
LYPLAL1	65
LYPLAL1-AS1	0
SLC30A10	0
EPRS1	28
BPNT1	61
IARS2	441
MIR215	0
MIR194-1	0
RAB3GAP2	9
MIR664A	0
SNORA36B	0
AURKAP1	212
MARK1	55
C1orf115	129
MTARC2	7
MTARC1	0
LINC01352	0
HLX-AS1	0
NA	0
HLX	286
LINC02817	0
DUSP10	949
LINC01655	0
TRT-TGT2-1	0
HHIPL2	0
TAF1A	13
TAF1A-AS1	0
MIA3	6
AIDA	6
BROX	6
FAM177B	0
DISP1	66
TLR5	7
SUSD4	5
CCDC185	3
CAPN8	29
CAPN2	2907
TP53BP2	25
NA	132
GTF2IP20	0
FBXO28	8
DEGS1	37
LOC101927143	0
LOC101927164	0
NVL	71
MIR320B2	0
CNIH4	6
WDR26	14
MIR4742	0
CNIH3	1
DNAH14	0
LBR	3
ENAH	4111
SRP9	38
EPHX1	64
TMEM63A	56
LEFTY1	20
PYCR2	3554
MIR6741	0
LEFTY2	0
SDE2	16
H3-3A	46
ACBD3	18
MIXL1	0
LIN9	1
PARP1	56
STUM	0
ITPKB	562
ITPKB-IT1	0
PSEN2	2
COQ8A	400
NA	0
CDC42BPA	8
ZNF678	925
NA	0
JMJD4	5
SNAP47	184
LOC105373289	0
PRSS38	0
WNT9A	40
MIR5008	0
NA	0
WNT3A	1
LINC02809	0
ARF1	3928
MIR3620	0
C1orf35	559
MRPL55	455
GUK1	24
GJC2	0
IBA57-DT	0
IBA57	271
OBSCN-AS1	0
OBSCN	4
LOC101927401	1
TRIM11	44
MIR6742	0
TRIM17	1
H3-4	27
H2AC25	24
H2BC26	55
MIR4666A	0
RNF187	205
BTNL10P	0
RNA5S1	1
RNA5S2	2
RNA5S3	1
RNA5S4	1
RNA5S5	1
RNA5S6	1
RNA5S7	1
RNA5S8	3
RNA5S9	1
RNA5S10	1
RNA5S11	0
RNA5S12	0
RNA5S13	2
RNA5S14	3
RNA5S15	3
RNA5S16	0
RHOU	800
DUSP5P1	1121
RNA5S17	4
NA	0
RAB4A	25
NA	0
CCSAP	148
ACTA1	2
NUP133	11
NUP133-DT	0
ABCB10	5
TAF5L	424
URB2	3
LINC01736	0
GALNT2	386
PGBD5	0
LINC01737	0
COG2	124
AGT	2
CAPN9	8
C1orf198	1232
LOC101927604	0
TTC13	7
ARV1	90
FAM89A	12
MIR1182	0
TRIM67	0
TRIM67-AS1	0
C1orf131	64
GNPAT	53
EXOC8	434
SPRTN	2
EGLN1	71
SNRPD2P2	3
TSNAX-DISC1	0
TSNAX	8
LINC00582	0
DISC1	0
DISC2	3
DISC1-IT1	1
NA	0
SIPA1L2	8
LINC01744	0
MAP10	6
NTPCR	177
PCNX2	1346
NA	0
MAP3K21	92
KCNK1	418
MIR4427	0
SLC35F3	6
MIR4671	0
COA6-AS1	0
COA6	25
TARBP1	0
LINC01354	8
IRF2BP2	3153
LINC00184	0
LOC101927787	0
LINC01132	0
LNCATV	0
LINC01348	0
TOMM20	26
SNORA14B	4463
RBM34	8
ARID4B	7
MIR4753	0
GGPS1	31
TBCE	5
B3GALNT2	39
GNG4	0
LYST	10
MIR1537	0
NID1	26
GPR137B	843
ERO1B	22
EDARADD	8035
LGALS8	50
LGALS8-AS1	0
HEATR1	463
ACTN2	1
MTR	281
MT1HL1	12
RYR2	0
MIR4428	0
LOC100130331	630
ZP4	0
LINC01139	0
NA	0
CHRM3	23
CHRM3-AS2	0
CHRM3-AS1	0
RPS7P5	0
FMN2	0
GREM2	19
RGS7	0
MIR3123	0
FH	1
KMO	2
OPN3	2
CHML	32
WDR64	0
EXO1	9
BECN2	0
MAP1LC3C	2
PLD5	2
LINC01347	12
CEP170	83
SDCCAG8	10
MIR4677	0
AKT3	1041
LINC02774	0
ZBTB18	157
LOC440742	0
SPMIP3	0
ADSS2	13
CATSPERE	0
DESI2	2
COX20	5
NA	0
HNRNPU	80
LOC101928068	0
EFCAB2	2
KIF26B	1184
SMYD3	109
NA	0
LINC01743	0
TFB2M	2
CNST	2
SCCPDH	420
KIF28P	0
LINC01341	0
AHCTF1	3
ZNF695	0
ZNF670-ZNF695	1
ZNF670	1
ZNF669	90
LINC02897	11
ZNF124	695
MIR3916	0
VN1R5	8
ZNF496	164
NLRP3	0
OR2B11	4
OR2W5P	1
GCSAML	90
GCSAML-AS1	1
OR2C3	0
OR2G2	0
OR2G3	0
OR13G1	2
OR6F1	1
OR1C1	4
OR14A16	3
OR11L1	0
TRIM58	1
OR2W3	16
OR2T8	0
OR2L13	0
OR2L8	0
OR2AK2	7
OR2L1P	10
OR2L5	0
OR2L2	4
OR2L3	0
OR2M1P	4
OR2M5	3
OR2M2	2
OR2M3	0
OR2M4	0
OR2T33	1
OR2T12	5
OR2M7	0
OR14C36	1
OR2T4	1
OR2T6	1
OR2T1	10
OR2T2	2
OR2T3	0
OR2T5	1
OR2G6	0
OR2T29	1
OR2T34	0
OR2T10	11
OR2T11	40
OR2T35	7
OR2T27	2
OR14I1	1
LYPD9P	0
LYPD8	0
SH3BP5L	158
MIR3124	0
ZNF672	24
ZNF692	923
PGBD2	112
TRL-CAA4-1	0
TRE-CTC2-1	0
LOC102723376	0
TUBB8	7
ZMYND11	5
DIP2C	60
MIR5699	0
DIP2C-AS1	18
NA	0
LARP4B	35
LARP4B-DT	0
NA	0
GTPBP4	32
IDI2	1
IDI2-AS1	0
NA	0
IDI1	6
WDR37	0
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LINC00700	0
MIR6072	0
LINC00701	0
LINC02645	0
PFKP-DT	0
PFKP	175
PITRM1	59
PITRM1-AS1	0
LOC105376353	0
NA	0
KLF6	87
MIR6078	0
NA	0
LINC00702	0
LINC00703	0
MANCR	0
LINC00705	0
AKR1E2	0
AKR1C6P	0
AKR1C1	26
AKR1C2	20
AKR1C3	0
AKR1C8	1
AKR1C4	0
UCN3	10
TUBAL3	0
NET1	13
CALML5	7
CALML3-AS1	0
CALML3	0
ASB13	3
TASOR2	5
GDI2	20
TRV-TAC3-1	0
ANKRD16	339
FBH1	12
IL15RA	613
IL2RA	7
RBM17	36
PFKFB3	121
MIR3155A	0
MIR3155B	0
LINC02649	0
PRKCQ	128
PRKCQ-AS1	19
LINC02648	0
LINC00706	0
LINC00707	0
SFMBT2	10
ITIH5	230
ITIH2	1
KIN	3
ATP5F1C	2
TAF3	2
GATA3	4
NA	0
GATA3-AS1	0
LINC00708	0
LOC101928272	0
LINC00709	0
LINC02670	0
CELF2-DT	0
SFTA1P	5
LINC00710	0
CELF2	10
CELF2-AS2	0
CELF2-AS1	0
USP6NL	168
ECHDC3	8
PROSER2	10
PROSER2-AS1	13
UPF2	423
DHTKD1	62
SEC61A2	9
MIR548AK	0
NUDT5	8
CDC123	24
CAMK1D	2270
MIR4480	0
MIR4481	0
MIR548Q	0
CCDC3	5
OPTN	17
MCM10	4
UCMA	0
PHYH	82
SEPHS1	34
BEND7	1
PRPF18	3
FRMD4A	124
LOC101928453	0
MIR4293	0
MIR1265	0
FAM107B	1
CDNF	0
HSPA14	4
SUV39H2	0
DCLRE1C	17
MEIG1	3
DCLRE1CP1	0
OLAH	0
ACBD7	2
RPP38-DT	0
RPP38	17
NMT2	42
PPIAP30	17
FAM171A1	116
ITGA8	7
MINDY3	195
PTER	8
C1QL3	0
NA	0
RSU1	43
CUBN	1
TRDMT1	0
VIM-AS1	0
VIM	752
ST8SIA6	1
ST8SIA6-AS1	0
HACD1	0
STAM-DT	0
STAM	307
TMEM236	0
MRC1	14
MIR511	0
SLC39A12	0
SLC39A12-AS1	0
CACNB2	6
NSUN6	10
ARL5B	555
MALRD1	0
LOC101928834	0
PLXDC2	47
MIR4675	0
NEBL	3
NA	0
NEBL-AS1	0
RNU6-15P	0
MIR1915HG	0
MIR1915	0
SKIDA1	0
MLLT10	34
DNAJC1	7
EBLN1	0
TRN-GTT2-3	0
LOC100130992	61
COMMD3	249
COMMD3-BMI1	0
BMI1	45
SPAG6	17
LINC03027	40
PIP4K2A	255
ARMC3	3
MSRB2	8
PTF1A	0
C10orf67	0
NA	0
NA	0
OTUD1	330
KIAA1217	35
MIR603	0
ARHGAP21	0
PRTFDC1	18
ENKUR	5
THNSL1	14
LINC01516	0
GPR158-AS1	0
GPR158	0
LINC00836	0
LOC101929073	0
MYO3A	6
GAD2	0
APBB1IP	55
FAM238A	7
FAM238B	0
PDSS1	0
ABI1	1259
FAM238C	3
ANKRD26	2
YME1L1	319
MASTL	137
ACBD5	4
LRRC37A6P	1462
ODAD2P1	0
LINC02673	0
PTCHD3	0
RAB18	251
MKX	0
MKX-AS1	0
ODAD2	0
MPP7	8
MIR8086	0
WAC-AS1	12
WAC	1411
BAMBI	229
LINC01517	0
LINC00837	0
C10orf126	0
LYZL1	0
SVIL-AS1	231
SVIL	4
MIR604	0
MIR938	0
LOC102724333	0
JCAD	699
LOC101929256	0
LOC101929279	1
MTPAP	169
GOLGA2P6	0
MIR7162	0
MAP3K8	7
LYZL2	0
SVIL2P	1
ZNF438	3
ZEB1-AS1	0
ZEB1	4
LOC100505502	0
ARHGAP12	17
KIF5B	31
EPC1	91
EPC1-AS1	0
LOC101929431	0
CCDC7	3
ITGB1	2897
NRP1	49
LINC00838	0
PARD3	7
PARD3-DT	0
CUL2	98
MIR3611	0
CREM	6
CCNY	10
GJD4	0
FZD8	0
MIR4683	0
PCAT5	0
ANKRD30A	0
LINC00993	0
MTRNR2L7	5
ZNF248	1
ZNF33BP1	0
ZNF25	7
ZNF33A	18
ZNF37A	8
CCNYL4	0
HSD17B7P2	4
SEPTIN7P9	6
LINC00999	5
ACTR3BP5	0
LOC101929373	0
LOC441666	0
CCNYL2	0
LINC00839	0
ZNF37BP	38
ZNF33B	6
LINC01518	0
BMS1	2
LINC02623	0
LINC01264	0
MIR5100	0
RET	0
CSGALNACT2	71
RASGEF1A	2
FXYD4	11
HNRNPF	590
ZNF487	14
ZNF239	0
ZNF485	170
ZNF32-AS3	0
ZNF32	1
ZNF32-AS1	0
ZNF32-AS2	0
HNRNPA3P1	2
LINC00619	0
LINC00840	1
LINC00841	0
LINC02881	0
CXCL12	851
TMEM72-AS1	0
TMEM72	0
RASSF4	33
DEPP1	68
ZNF22-AS1	1
ZNF22	122
RSU1P2	1
ANKRD30BP3	0
MIR3156-1	0
LOC105378283	0
OR13A1	0
ALOX5	718
LOC102724323	0
MARCHF8	82
ZFAND4	108
WASHC2C	345
AGAP4	1594
PARGP1	33
TIMM23	118
NCOA4	1
MSMB	2
AGAP7P	176
ANTXRLP1	0
LOC105378577	0
ANTXRL	0
FAM25BP	2
ANXA8L1	36
LINC00842	0
HNRNPA1P33	13
NPY4R	0
GPRIN2	2
SYT15	94
SHLD2P1	1
GLUD1P2	0
BMS1P1	8
FRMPD2B	3
PTPN20	45
GDF10	3
GDF2	0
RBP3	0
ZNF488	1
ANXA8	20
FAM25G	2
AGAP9	647
BMS1P2	0
CTSLP2	0
SHLD2P3	1
LOC102724593	0
SYT15B	80
NPY4R2	1
FAM25C	1
AGAP12P	673
FRMPD2	39
MAPK8	0
ARHGAP22	66
WDFY4	6
LRRC18	18
MIR4294	0
VSTM4	3
FAM170B-AS1	0
FAM170B	0
TMEM273	8
C10orf71-AS1	0
C10orf71	0
DRGX	0
ERCC6	192
PGBD3	0
NA	0
CHAT	0
SLC18A3	0
C10orf53	0
OGDHL	0
PARG	53
TIMM23B	1
AGAP6	2105
FAM21EP	0
WASHC2A	357
ASAH2	6
SGMS1	855
SGMS1-AS1	17
ASAH2B	6
A1CF	0
PRKG1	4
LOC102724719	0
MIR605	0
CSTF2T	529
PRKG1-AS1	0
DKK1	171
LNCAROD	0
MBL2	0
PCDH15	67
MIR548F1	0
MTRNR2L5	6
ZWINT	211
MIR3924	0
IPMK	0
CISD1	82
UBE2D1	2
TFAM	1
BICC1	74
FAM133CP	22
LINC00844	0
PHYHIPL	2
FAM13C	3
SLC16A9	5
MRLN	0
CCDC6	18
LINC01553	0
ANK3	0
CDK1	114
RHOBTB1	11
LINC00845	0
TMEM26	7
TMEM26-AS1	0
CABCOCO1	75
ARID5B	21
RTKN2	3
LOC283045	0
ZNF365	0
ADO	268
EGR2	15
NRBF2	6
JMJD1C	334
MIR1296	0
JMJD1C-AS1	512
REEP3	7
ANXA2P3	0
LINC02671	0
LINC01515	0
CTNNA3	0
LOC101928961	0
LRRTM3	0
MIR7151	0
TRS-TGA1-1	0
DNAJC12	5
SIRT1	9
HERC4	21
MYPN	0
ATOH7	2
PBLD	0
HNRNPH3	21
RUFY2	5
DNA2	173
SLC25A16	214
TET1	47
CCAR1	679
SNORD98	0
NA	0
STOX1	30
DDX50	0
DDX21	4
KIFBP	206
SRGN	2715
VPS26A	2
SUPV3L1	8
LOC101928994	0
HKDC1	4
HK1	25
TACR2	0
TSPAN15	10
NEUROG3	0
FAM241B	75
COL13A1	173
MACROH2A2	3
AIFM2	1
TYSND1	122
SAR1A	30
PPA1	21
NPFFR1	10
LRRC20	15
EIF4EBP2	2137
NODAL	0
PALD1	11
PRF1	98
ADAMTS14	2
TBATA	0
SGPL1	7
PCBD1	10
UNC5B	40
UNC5B-AS1	0
SLC29A3	152
CDH23	56
CDH23-AS1	0
C10orf105	0
VSIR	306
MIR7152	0
PSAP	145
CHST3	5
SPOCK2	7
ASCC1	0
ANAPC16	20
DDIT4	52
DNAJB12	5
MICU1	676
MCU	128
MIR4676	0
OIT3	4
PLA2G12B	2
P4HA1	2
NUDT13	3
ECD	18
FAM149B1	8
DNAJC9	4
DNAJC9-AS1	0
MRPS16	519
CFAP70	91
ANXA7	23
MSS51	36
PPP3CB	0
USP54	699
MYOZ1	0
