gene,len
RACK1,11199
PFDN6,9096
NDUFAF4P4,501
GOT2,27211
IL2RB,56452
LINC01691,6578
LINC01363,20429
CDKN2D,2599
GPR52,1581
FEN1P1,1144
TAPBP,14590
AP1M2,14644
SMYD3,757970
SYT16,300576
HMGN1P8,287
CTSW,3932
SERPINI1,90326
VIPAS39,31277
RNU6-1155P,106
RN7SL143P,296
GEMIN8P2,1023
RPL12P36,477
RBL2,57671
BTN2A2,11778
ZBED4,43539
MEMO1P3,301
ALG12,18209
PLSCR4,58844
LSM2P1,964
SLC44A2,42100
HMGB3P6,597
RPGRIP1L,105785
TUBB4BP4,303
KCTD3,54503
RPS3AP42,783
LINC02746,2417
SNRPGP16,225
MTNR1B,15415
RPL26P31,432
CRELD2,9373
IGKV1OR-3,479
SLC36A4,53817
FOXD4L4,1250
WASHC1,59390
POM121C,69513
C4A-AS1,3545
CARD9,9725
ZC3H12A,9797
HIP1,205664
FAT3,671655
BTN3A1,12971
AHSA1,11602
OR12D1,3977
FANCC,327742
QTRT1,12007
PLSCR4P1,5484
MMP1,8759
ISM2,24422
SNORD96A,78
SNORD95,67
PLSCR1,29676
RNU6-705P,103
TRIM52,7073
RPL12P30,498
SPTLC2,110640
DCANP1,3134
MPPED2,202379
MIR638,99
MIR4748,81
MIR199A1,70
MIR6793,62
TIFAB,8125
TMED1,4251
RN7SKP252,326
RPL5P35,1353
PDCD6,43353
BRD1,54595
BTN3A3,12943
RBM34,30100
RN7SL587P,280
MTA3,262378
C19orf38,33215
GALNT16,97756
RPS3AP41,777
SNRPCP14,204
PATE1,3588
HIKESHIP2,411
ZNF750,10588
NMNAT1P2,859
VDAC1P10,890
CCL26,20363
PATE2,2715
LINC01677,100657
ZNF331,60742
CCL24,12531
PATE3,3473
TUBB3,17369
HMCN1,456558
PATE4,6756
RHBDD2,46324
PTGES3L,12345
APOL3,26385
HYLS1,17032
RN7SKP24,283
ARID3C,8017
PUS3,9736
NEK6,95701
FGFR4,11239
MIR4651,72
RPL7L1P3,688
DDX25,40354
SNORA14A,134
TMEM120A,7825
PDK2,17415
RNU6-428P,106
PLSCR5-AS1,723
ASF1A,15019
MIR15B,97
MIR16-2,80
TRIM59,53328
MCM9,121720
ERH,18171
ADAT1,26432
B3GAT3P1,805
RNU7-136P,68
SLC39A9,64375
SCARNA11,135
ZBTB9,3574
RNU6-145P,105
MIR4450,64
MIR548AH,75
YAF2,81245
SGMS2,90484
KPNA4,70564
MGAT3-AS1,1015
ATF4,2991
COPS5P1,784
PDC,17548
EPHA7,179667
MIR4689,69
RN7SL614P,279
RNU6-1265P,102
RNA5SP40,109
MIR34A,109
RNU6-110P,103
RNU6-176P,104
CNGB1,88788
MIR552,95
RNU6-605P,107
MIR4255,71
RNU6-636P,106
BLTP1,211836
RNA5SP43,109
RNU6-753P,106
MIR6732,59
MIR6733,60
RNU2-30P,140
RNU6-969P,104
STYXL1,51666
RNU6-1237P,106
RNU6-1026P,107
MIR6079,61
PPHLN1,221268
MIR5581,59
RNU7-62P,61
RNU6-414P,103
RNU6-1177P,103
RN7SKP19,251
RNU2-15P,190
RNU4-88P,85
RNA5SP23,104
MIR7156,59
RN7SL62P,296
RNU6-503P,104
RN7SL854P,294
RNU7-8P,61
RNA5SP22,108
RNA5SP52,133
SNORD3G,214
RNA5SP50,106
RN7SL392P,298
RNA5SP51,118
RN7SL440P,342
MIR30E,91
RNU6-750P,106
MIR30C1,88
RNU6-125P,106
RNU6-1318P,102
RNU6-695P,103
MIR378G,40
MIR760,79
RNU4-75P,145
MIR7852,81
SAMD14,20120
RNU1-130P,159
PSMB7,61979
RNU6-965P,95
MIR320B1,78
RN7SKP272,231
RNA5SP56,117
MIR942,85
RN7SKP285,317
RNU4ATAC8P,108
RNA5SP55,124
RNA5SP533,109
MIR4256,63
RNU6-352P,106
RNU6-41P,106
RNU5F-6P,115
WDR46,10423
RNU6-983P,102
RNU6-716P,102
RNU1-141P,157
RNU6-778P,102
RNU2-12P,167
SNORA16B,134
MIR1255B2,66
SCARNA3,142
RNU6-609P,106
RN7SL299P,279
MIR3119-1,84
RNU6-570P,104
MIR3119-2,84
SNORA14B,134
MIR4671,72
RNU6-465P,100
MIR205,109
NAP1L1P1,1062
RN7SL333P,296
RN7SL668P,302
RNU6-1283P,104
RN7SL344P,295
IDH1,29845
RNA5SP80,110
SCARNA7,329
RNU6-1205P,105
RPL6P8,842
MIR488,82
RNA5SP73,107
ARL14,1288
RPUSD4,9596
RN7SKP156,341
RNA5SP65,118
MIR4795,88
EXD2,52522
RNA5SP62,109
CHMP2B,28285
MIR3122,72
RNA5SP63,111
RN7SKP98,155
RNA5SP77,119
RN7SKP12,142
MIR3124,66
RNU6-1240P,103
RPL21P27,471
CAMK2N1,3819
MUL1,8703
PPP1R9B,16940
NR5A1,26184
FAM230B,26082
KRT8P25,1455
RPS4XP4,762
FAM43B,2447
RNU4-86P,218
MDH2,19457
WNT5A,24824
RPS27P15,251
CDA,29817
WEE1,19787
COL1A1,17531
PINK1,18053
WDR89,44832
SWI5,40744
TMEM229B,86655
MIR6084,109
PINK1-AS,9536
ZNF101P2,1228
MTO1,47658
SCARNA18B,134
CFAP91,64080
MIR1278,80
B3GALT2,7883
CHKB-DT,14573
STK19,11730
RNF212B,88161
LINC01758,2154
SGO1P1,1446
TMEM132A,12699
RN7SL538P,303
LRRC7-AS1,17240
LRRC40,60774
RPL7P46,739
MRPS24,3335
NBEAP3,40952
RSPRY1,54332
FANCG,6169
URGCP-MRPS24,40031
RN7SL242P,296
SEL1L,62306
URGCP,50517
ANKRD13C,95735
CD6,48697
CTH,28633
LINC01290,13360
EIPR1,188905
EMP2,52210
TUBG1P,1357
UBE2D4,29700
RPL21P60,475
PRMT1P1,1008
RAB24,2546
FRG1GP,24176
VPS52,21792
STON2,175813
C16orf82,2239
ZNF319,5996
FRG1FP,21950
CASP3P1,608
ZNF688,3062
PHB1P8,724
SUMO2P7,284
PARLP1,1128
TMEM92,10079
RFKP3,347
RN7SL762P,288
RN7SL397P,297
HMGB1P10,562
CRIP1P1,184
EXOC3L4,15834
GGTLC4P,1392
RRP9,8475
EEF1A1P48,9965
HEATR5A,128762
RPL11,5093
XYLT2,17012
POM121L10P,1284
GSK3A,16400
GAPDHP37,967
BCRP7,3019
RASA4EP,11733
UPK3BL3P,5212
GPR62,2118
ABHD14A-ACY1,14477
PITHD1,9814
MYO3B,477026
CA15P1,3000
ZCRB1,14171
ATP5MC1P2,410
MRPL27,5350
ACOT1,6653
PRELID1,3150
GALE,5182
NT5CP2,560
ACOT2,8038
NT5CP1,508
ACOT4,3893
EME1,8263
ACOT6,8943
ZNF107,45478
INPP5F,103105
MIR7851,159
RNU6-249P,101
NDUFB8P1,544
RNU6-933P,106
LINC02954,12205
DNAL1,58857
IFFO1,17112
CNEP1R1,12678
SLC15A3,15593
C7orf57,25793
RFPL1S,69856
LRRC59,22464
RGS14,14672
RFPL4AP6,2061
TSSK1A,767
SGCA,11714
IFNA17,979
IFNWP5,587
IFNA14,1003
ZNF574,13075
IFNA22P,569
IFNA5,987
IGLL3P,1824
RNU6-240P,96
IFNA20P,527
IFNA2,1143
PNMA1,2601
MIR4505,72
LINC02274,7576
IFNA11P,525
PTGR2,33895
IFNA12P,570
MIR4323,68
IFNA8,1068
PKD1L1,208264
SEPTIN14P12,559
IFNWP2,579
DEDD2,21542
IFNA1,877
MRPS21P3,261
IFNWP19,565
MIR31,70
H3P30,391
THAP12P8,2114
IFNE,1474
RFKP1,427
GOLGA2P4,2638
DDX39B-AS1,834
STRA6LP,19196
HNRNPA1P42,956
MIR3123,74
RPL36P6,302
OR7E117P,1111
BRD9,42510
ART5,3804
FOXP3,14362
APCS,1039
CCDC180,71447
OR7E103P,910
OTOP1,38203
BCRP1,3835
ITPRIPL2,7697
CRPP1,624
PRDM7,35506
CRP,2300
TMEM128,12681
RN7SL846P,291
ACY1,5857
RN7SL836P,295
SEC23IP,51950
GIPR,15501
ART1,19288
ZBTB49,31535
ASLP1,4121
PLEKHG4,11989
DUSP23,1611
USP32P4,14324
CHRNA10,5797
RPL36AP47,305
TMEM233,49301
EFCAB3,72539
MIR1302-8,127
RN7SKP197,296
RNU6-538P,106
PRKAB1,13760
ANKRD20A1,87787
FCRL6,15746
ZNF410,45904
RNU6-1143P,103
RNU7-50P,61
STX18,126604
PGAP2,28647
HSD17B7P2,22149
RNU7-52P,62
RPS23P7,745
METTL2A,29510
MIR1178,90
RPL35AP30,330
CCNYL2,67181
MLF2,19479
RNU6-1193P,106
CYP4F25P,1035
NCF1,15304
MRC2,65927
BMS1P2,11842
SLAMF8,10681
RPL35AP22,334
RNU6-1082P,106
TPT1P9,513
KHSRPP1,1767
RN7SL151P,282
FAM21FP,16008
MTAP,135015
TRIP13,26473
VSIG8,8341
TIGD1,6674
FAM238C,17281
CFAP36,25475
FAM25EP,1896
FAM25BP,4488
LINC00993,67683
CFAP45,27801
TNXA,3858
CTSLP3,1110
C4A,20624
GLUD1P2,6094
CCNYL4,36427
MIR642A,96
MIR642B,76
QPCTL,11586
PTPN20CP,55147
ABCF2-H2BK1,19329
STX18-IT1,5579
SHLD2P1,41551
RPS7P15,699
PARGP1,83989
NSG1,70918
SVIL2P,61615
FAM21EP,59163
GLUD1P3,6135
FBXO46,20267
BMS1P1,28451
SVIL-AS1,152479
PGK1,218556
ANK3,707192
ZNF121,24175
CLCN1,35972
KANK2,33521
MIR4259,100
RHOXF1P3,50004
RNU6-446P,105
RHOXF2B,5426
SLAMF9,2745
RHOXF1,136216
GNPTG,13806
TLK2,156823
RHOXF2,7017
UBBP3,240
RPS20P13,357
USP8P2,544
TXNP5,314
LINC02260,3920
SFR1P1,687
ZBTB33,7646
CCDC150,123936
KIT,83516
SNHG28,20591
PHB2,5453
TUBB8P1,726
TMEM255A,52906
ERVFRD-3,1616
CDKN2A,27549
SAMD15,15474
NOXRED1,29502
MIR4254,75
PRSS57,9952
STXBP6,240693
EIF3B,26659
ATP1A1,37593
NIBAN3,30538
MIR4635,78
RNA5SP192,119
UQCRQ,2217
CDKN2B,6402
FBXO33,34782
UBA52P6,381
ACSM2B,40201
RUSC2,71787
NFYB,21155
RNU6-1078P,102
RPS26P11,347
LEAP2,1602
TPT1P15,501
HECTD1,107687
PIN4,121573
CDX1,17780
RNA5SP370,120
RPL18AP3,527
EID3,1466
RNFT2,115453
FBXL17,523063
RPL36AP33,309
GTF3C3,36690
CIMIP2B,2068
MAN2B2,48173
RN7SL388P,338
ERCC6L,34370
RPS4X,21569
RNU6-817P,103
RPS29P17,165
NQO2,31768
ZBTB41,47611
SNORD62,85
MIR3621,84
MRPS2,4689
ARL15,426640
HMGA2,141831
RHOG,13981
MIR4648,71
BRAT1,17884
MIR4687,79
PPIAP40,489
RLN2,4852
CITED1,5549
EFNA4,5816
SYNGAP1,34028
HNRNPA1P76,1356
DHX29,51639
RPS29P20,170
HMGN2P31,272
RPL17P26,552
RLN1,4946
RNU6-626P,106
BEND6,72239
RRM1,44225
PLGRKT,79954
VGF,3060
EFNA4-EFNA3,23059
OSTCP6,456
EFNA3,8701
FTH1P15,279
THSD7A,461833
MRPL30P1,467
ZSCAN26,11166
CCDC74BP1,4722
IGLL4P,132
C2orf66,4938
BCRP5,972
RNF152P1,603
EFNA1,7023
CD274,20063
RPL29,2373
PGAP1,94792
HUWE1,154656
ECT2L,108159
ASB15,72471
POM121L8P,1280
BCRP6,3826
S100P,3292
MRFAP1L1,2164
BLOC1S4,1490
KIAA0232,102795
CNOT2,111991
ACSM5P1,20557
LRRC37A14P,461
EP300-AS1,56153
SLC50A1,3513
SP8,4607
REEP2,7912
ZNF800,85134
ACSM3,187338
PDCD1LG2,60751
CSF2RBP1,3194
GRAMD4P2,1669
DAXX,4458
NICOL1,1969
NF1P6,9450
DUSP7,7652
MOB3B,204605
RPL6P12,845
SYTL3,114862
NEK1,242928
IFNK,2208
POC1A,79464
EXOC3L2,33037
EMICERI,14817
FABP5P11,396
C9orf72,38226
VN1R9P,1172
THBS2,38270
PRMT1,13243
CLK4,27951
DOCK4,480297
RRM1-AS1,1141
HNRNPA3P15,1025
TEAD1,270316
RPL4P7,1432
ALDOAP1,1615
SHC1P2,1468
HPF1,28474
ALAS1,16241
SLC4A1,19751
IL1R1,115330
THUMPD1,39268
DDX60L,181051
HMGN2P18,269
KRTCAP2,4067
CTAGE12P,2363
KCTD10P1,624
MIR876,80
MIR873,76
RNU6-944P,106
ME2P1,1969
REXO5,43236
LINGO2,1275984
MIR92B,95
ZBTB34,25239
SLC17A2,17937
PCNPP2,454
S1PR3,14292
BAG5,6112
THBS3,13463
SHC3,173047
KLC1,152353
TWF2,18176
PPM1M,4840
CKS2,5508
MIR3153,81
RNA5SP290,126
RN7SL794P,279
ALG2,5517
HCRTR2,176157
SEC61B,8551
UGT2A2,51225
RN7SKP225,351
KRT8P11,1435
FAM120A,114427
CCDC158,108871
OOEP,26578
SDHA,38779
RN7SL507P,295
RNU6-453P,84
RUNDC3A,10257
MIRLET7G,83
GLYCTK,8168
PAFAH1B3,6513
GLRX3P2,1037
PRP4K,43716
TIMM23B-AGAP6,69598
SHANK2-AS3,2325
IL1RL2,52996
TIGD2,3368
MIR3664,98
RNU6-907P,101
RPS28P7,209
AGAP6,29464
FAM181B,3924
RBMXP3,1155
MIR135A1,89
PPP2R5CP,1230
RBPJ,271676
POU5F1,6375
ACSM1,75655
NPHS1,43915
BAP1,9000
SLC25A39,5245
PRCP,147648
CFAP144P2,398
IL1RL1,40535
VAMP1,8440
CCNJL,96313
MIR4295,84
VTI1A,371746
FAM217A,37910
ABAT,109979
OR13C3,1107
OR13D1,944
RN7SL544P,283
RBPJP7,1446
CREM,86167
HSPA4,54436
RPS20P14,359
RPL29P9,467
RPL39L,59960
SDR42E1P5,865
MIR4772,77
ECI2,19904
SLC9A4,60746
HNRNPA1,6895
ST6GAL1,148228
LIPT1,8202
OR11H3P,982
ZNF146,24169
OR11J6P,968
IGHV1OR15-1,437
PTAR1,50489
RPS8P10,621
OR4M2-OT1,80624
IL13,4847
PRKD2,42852
MITD1,19631
OR4N3P,923
RN7SKP191,305
OR11J7P,939
IGHV1OR15-3,435
SLC44A1,194549
SERPINE4P,280
FAM171A2,10638
ZFYVE19,7998
MRPL30,18409
RPL7L1P5,737
ITGA2B,17469
LYG1,20504
KLF15,14773
CFAP100,41647
TXNDC9,21720
C4orf3,8026
FABP2,4888
RN7SL258P,299
FER,449000
RNU4-33P,84
USP53,82931
ZXDC,38290
RNU6-586P,103
RNU4ATAC4P,125
DNAJB6P4,727
RNU6-387P,104
RNU6-1031P,106
SEPHS1P6,1178
RN7SL717P,296
C2orf69,44642
RN7SL743P,297
RNU7-63P,61
CR1L,93303
TMEM186,17258
TYW5,26823
LVRN,65165
CARHSP1,16070
ZNF519P3,1031
EIF2S2P6,1713
CD46P1,12176
RPS6KA2-AS1,1137
CDCA4P3,688
CDCA4P4,679
UROC1,36607
RNASET2,35078
DDIAS,58302
ZSCAN21,15266
CD34,30430
RFC1,78919
PTPA,37996
MIR1301,81
MTMR1,72137
FASTK,4242
TFCP2L1,68615
OR7A5,8944
CGB2,1348
NTN5,11674
RPL7AP54,793
C3orf22,31966
OR10J6P,929
RNU6-828P,106
RNU6-37P,106
RN7SL731P,292
RAB30,98790
RNA5SP138,113
METTL5P2,1269
SF3A2P1,1117
PGD,21919
RCC2P4,1041
MAP4K1,31241
NRROS,22310
NPM1P46,1191
OR4H6P,929
SF3B1,46564
DPH6,328848
RNU6-646P,105
PAK2,92790
TYW1,244341
CENPS-CORT,22051
RNU6-430P,106
RNU4-89P,132
CMPK1P2,567
RNU6-42P,106
CEP19,5973
MRPL28,4320
RPLP0P10,937
C15orf62,2469
SPRED1,104413
DIAPH1,104039
CENPS,12375
CADM2,1115440
DFFA,16007
RNU6-1247P,97
RNY4P20,92
RN7SKP268,315
ZBTB2,27444
COL25A1,494027
FMN1,429170
RMND1,53260
CUL1,103196
KICS2,35980
RNU6-1009P,106
RNU5A-7P,115
C12orf56,125996
NSA2P1,791
SNORA77,124
PGAP6,16325
RPL35AP5,327
SNORA70E,134
LINC02951,24794
SNRPE,9553
COX5BP4,381
COL13A1,162395
WBP1LP10,363
OR4F2P,937
RNU6-1029P,106
CICP23,2811
RNU6-447P,103
HSPE1,3309
SCGB1C1,1497
HSPA8P15,2686
RNU6-383P,93
ARMT1,17843
HMGB3,10262
MIR6743,70
KRT8P29,1613
SIRT3,21901
CCDC170,127176
SMPDL3B,24157
HSPE1-MOB4,50313
GABPB1-IT1,5925
ATP6V1E1P3,619
GABRG3,570803
XPOT,46733
MIR5688,82
CADM2-AS2,28063
RPL19P21,590
CADM2-AS1,35824
THAP12P2,2559
RNU6-813P,106
RNU6-790P,104
NPM1P20,728
H4C3,404
MOB4,38128
RPS12P14,396
RN7SL472P,292
FAM162B,13522
HSP90AA1,58957
USP9X,151134
GPRC6A,36998
COPB2,35790
FNIP1,155303
HNRNPA1P71,949
DNAAF4-CCPG1,143112
RASGEF1B,617851
NME4,13642
NLRP6,6981
ORM1,3381
PRTG,131608
RPS29P13,168
RNA5SP214,117
RN7SL559P,296
RFX6,54949
XKR8,8505
PGGHG,6981
ORM2,3382
RNA5SP220,103
FAM89A,21296
MIR3668,74
MIR4465,69
OR2A4,1757
SNORD83,76
RAD51,37566
RASSF3-DT,10381
MIR1182,96
MIR548Z,96
MIR548C,96
CTAGE9,2576
RPL15P9,591
AKNA,60249
MIR548H5,59
SELENOKP2,288
C1orf131,17424
RN7SKP245,319
DCTN2,17591
CCN2,3196
PPP2R5C,166280
RN7SL182P,299
IFITM5,1326
B4GALNT4,12618
CFAP210,48980
RNF146,21841
ARAP2,296293
RN7SKP148,274
RNU6-226P,106
HRH2,52726
RNA5SP217,90
LINC01144,1709
YWHAZP4,1033
PHOSPHO2,7254
RPL5P18,890
BTF3,7259
TOE1,3921
ANO9,24078
CRISP1,42839
QARS1,9198
KLHL23,82501
MIR378J,108
TESK2,147280
PTCHD3P2,1614
MAST4,573213
CYB5AP2,792
SSB,20131
CYP3A43,38080
DENND1A,550498
PPIAP36,324
DEFB114,3915
RN7SL838P,294
CCDC163,6213
DEFB113,948
P2RY2,24146
DEFB110,12856
DEFB112,7830
PTCHD4,254524
ZKSCAN8,17577
OR8R1P,1088
METTL5,14850
P2RY6,40605
RNU6-489P,106
GOLM2,127039
ERAL1,6051
CAPN12,39717
MMACHC,13082
USP5,14484
FGFR3P6,609
MIR3916,93
RNA5SP82,91
AMBN,15032
UBE2V1P4,641
TOR1B,8124
MT1G,1335
GCSAML,70632
ADGRB3,755289
TOR1A,11302
TLE7,12074
C9orf78,8573
MIR451A,71
MIR451B,67
MIR144,85
MIR4732,75
ZNF19,100534
OR11K1P,946
DHRS13,5298
IFITM1,5231
SHC4,140178
GRIPAP1,28545
RNA5SP223,119
NANOGP11,1054
HSPD1P16,393
NSA2P5,1070
USP20,47130
RNU6-1006P,102
SF3A3P2,1506
SCN3B,26057
CNR1,26483
GRSF1,24114
HSPD1,30153
SLC25A21-AS1,1923
RNU6-273P,95
RNU6-886P,104
FOXA1,6507
PHF12,46521
PTPRB,121570
EML2,38608
CHST4,13515
RNU6-1061P,98
TAT,11432
APH1B,33108
OR2G2,953
OR2G3,929
OR3D1P,954
RNU6-991P,106
DBN1,17793
ZNF202,17761
TPK1,384454
ADH5P3,1136
CHRM3,528887
MARVELD3,15953
HTATSF1P1,1891
RPL21P6,503
TBPL2,42516
PHLPP2,86866
EEIG2,84811
MIR6855,66
GSN,125049
RNY4P10,95
FRMD5,324510
CLNK,198373
RNU1-21P,162
OR6M3P,699
DLG2-AS2,81788
LDHAL6DP,692
HNRNPA1P72,1715
MIR219A1,109
HNRNPCP6,870
RNU6-1292P,106
FDXR,10534
HENMT1,13236
TMEM126B,7966
SDK1,967748
PCDHGB6,104954
ANKRD17,185422
MCTP1,581404
RNU6-208P,106
SNORA70D,134
AP1G1,80201
OR4Q1P,924
TMEM126A,8580
CTDSPL2,101416
BZW2,60392
PRPF38B,10618
CCDC89,2347
IFITM3,9799
UBR3,256677
ADAM2,94492
RNU6-126P,102
RPL21P95,473
FNDC7,29841
WIZ,29978
KCTD14,30476
SLC25A21,494685
NDUFC2-KCTD14,62894
CCNB2,19919
STXBP3,62849
THRSP,4490
MIR4503,82
MIDEAS,75163
NDUFC2,11565
RPEP5,267
EIF3EP2,1813
GCG,9522
RRP8,8544
NUP42,19170
RNA5SP112,98
STUB1P1,560
KRT8P40,562
MIR4444-1,73
DNAJC19P5,315
MIR3128,65
MIR6512,76
H3P7,393
IFT70B,3798
LDHAL6B,1745
IFT70A,5743
DPP4,82149
COPS2,49593
ILK,7166
RNU6-1138P,105
RNU6-1046P,106
SLC22A17,6598
RPL17P7,554
RPS27P6,252
RPS15P9,318
RANP5,654
TMEM167B-DT,2887
TMEM167B,6170
PLK5,28023
SCARNA2,419
AVL9,93300
MIR208A,70
MIR208B,76
CEBPE,3220
DAP3,51050
RNU6-1277P,106
LINC00517,6312
PLEKHG4B,97804
TTC6,445813
FADS6,16479
USH1G,7173
OTOP2,10962
PWWP3A,23720
RPS26P18,347
RPL21P35,461
RPL23AP26,463
TEX44,1412
MIR6873,62
RN7SL499P,275
OTOP3,14094
PDE6A,86840
HID1,22424
LFNG,16648
ADAM9,108691
MIR6834,80
DDX1,43168
RPL7AP80,306
ADAM32,177927
PRPF39,32175
CDR2L,18168
CYP3A4,27288
REEP6,6761
SMAD6,80613
SLC26A2,32697
SNORD71,85
MRPL58,8591
PHB1P21,822
MTCH2P4,891
SLC22A5,25903
RNA5SP427,118
SLC6A2,51657
RNU6-362P,89
ATP5PD,8122
BRD4,97026
SLTM,54629
MAML3,437431
RN7SL573P,275
OR1D2,15938
ZCCHC4,57609
DCHS1-AS1,871
MRPL17,2955
NACA2,798
SETP3,812
SNORD58,65
SNORD127,85
FKBP3,19720
MTMR4,28376
RPL21P94,478
DCHS1,34479
ZRANB1,46066
ATP6V1G1P6,333
RNU6-183P,109
FUBP3,59387
GDF9,5703
MIR4296,87
MRPS21P6,260
NEUROG3,1724
WAC,90619
ZDHHC11,63368
MIS18BP1,50350
SYT11,25632
INTS12,213359
KHDC4,21368
TBL2,11254
ALG8,44416
PTPDC1,79062
CD27,6763
FANCM,64960
PIANP,7024
BRIP1,184420
ADAM18,145576
SMIM40,5651
SLC22A7,9844
STX10,6325
SNORA80E,136
HERC6,64358
SCARNA4,128
MIR6738,63
ARHGEF2-AS1,10397
LRRC32,13223
FRS2,109444
GAPDHP43,1001
TAF7,60900
CYCSP24,315
SECISBP2L,57971
SLC25A2,1414
SSR2,11903
DLD,40568
MIRLET7A1,79
MIRLET7F1,86
MIRLET7D,86
DAB2IP,218473
TSKU,15902
PPIAP50,493
CRIP3,9116
MYOT,19993
CLEC3A,44246
ACER3,165938
PHF24,24936
KRT8P22,1414
WWOX-AS1,7337
LSM3P5,305
PRRT1B,14292
RPL12P42,829
PALM2AKAP2,674187
RPS3P7,725
RPL12P47,126
CALR,5911
RPL34P14,342
RPS2P28,740
ENPP1,87139
ENOPH1,30587
RNA5SP431,119
RPL3P10,1163
ERCC4,32210
OR1AC1P,75
OR1E1,1306
PKD2L2,54779
OR1E2,971
MIR6890,60
SPATA22,73833
LAMB2,12004
MRFAP1,2638
BST2,2691
HERC1,225330
RPS26P52,347
LINC02186,2197
BISPR,13638
TVP23CP2,622
UBQLN4,18499
CENPE,93096
RAB25,9344
B3GNT6,7575
IK,15422
RERGL,239238
PMF1-BGLAP,30350
CAPN5,59194
SPATA31A7,6244
TMEM221,13159
SLC2A14,78636
SUN3,41971
LAMB2P1,20765
CCDC71,3796
NXNL1,5501
GPX5,9074
KLHDC8B,4888
RASIP1,20025
GPX6,24919
MAMDC2-AS1,248785
MAMDC2,183124
BGLAP,1133
ASPA,31031
C3orf84,14224
SPATA31A3,6246
CLRN1,46564
SMG5,33601
SALRNA2,2065
SKOR1,14878
FUT6,9314
IFNA13,685
ALOX12,14705
PLAC9,13677
GOLGA2,20197
PPP1R3C,4629
CCDC71L,6798
FUT5,4714
ACAD11,101944
DCLRE1C,57073
THAP10,11091
GTF2IRD2B,57244
RNA5SP462,111
MADCAM1,16167
FOXB1,57496
RNASEK,2115
HNRNPA1P45,1077
MESTP2,888
GCHFR,3640
RNASE12,1303
GARIN2,39157
RPS3AP16,780
VPS51P13,359
LYAR,22453
CA12,60468
RNASEK-C17orf49,4885
TMEM79,10250
BSG,12217
UBE2NL,1184
TLR4,20560
C17orf49,3030
KBTBD2,25959
FAM163B,32308
HELT,2463
PPL,78234
DBH,22966
VWDE,73056
OMP,491
MEPE,25416
CCT3,58905
NCL,30110
C2CD3,158492
GPM6A,369730
MIR195,86
MIR497,111
BCL6B,7240
CGRRF1,29480
DBH-AS1,2727
MYMK,14026
NPHP3-ACAD11,164317
MAP2K5-DT,1532
MYO1E,240437
SNRPCP2,474
ACKR4,21697
SLC16A13,4102
F2RL2,7931
HSPA8P19,4552
HHIPL1,35440
F2R,19644
KIF3AP1,610
MIR6829,66
RNU2-11P,186
PPP4R2P2,1496
CLEC10A,5770
PPP4R2P3,1495
NRCAM,309094
ARL8BP1,559
RNU7-18P,61
F2RL1,16382
SEC14L5,60827
TMEM40,35929
RN7SL208P,295
DUSP1,3099
RPL26L1,11042
CYP46A1,43003
ALG1,53677
RPL5P13,708
LSM3P4,308
PITX2,24700
ATP6V0E1,51674
ASGR1,6133
GEMIN8P1,730
HNRNPMP1,1767
KRT8P9,1448
BUB1B-PAK6,46390
BAZ2A,41220
RAB8B,78216
EML1,204367
MIR4786,79
OR9S24P,929
OR5S1P,950
COPS9,10244
SNORA74B,200
CREBRF,82932
CCDC78,4372
OTOS,5536
HLA-L,33468
PIM2,5842
MIR1260B,88
GRIN2D,51263
OTUD5,36362
ARIH1,128657
CCDC82,40715
KCND1,10862
FAM83E,15115
LSM6,24297
CDC42P5,868
BNIP1,19945
TBXA2R,12368
NDUFA10,133293
ACADVL,8141
SLC10A7,268397
CACTIN,16170
HLA-DRB4,14996
HLA-DRB8,2537
RHBG,16008
PLCB2,29759
WDR45,26737
KRT18P17,1278
CLEC4C,22222
RPL32,7097
SHISAL2B,27748
MIR7849,105
PF4V1,1187
SREK1IP1,50543
CXCL1,1915
PIP5K1C,70285
RNA5SP346,120
TMEM45B,44155
HNRNPA1P55,954
CXCL1P1,313
PF4,1216
ERGIC1,118541
ERN2,22916
SNORA7A,138
IFT122P1,201
CXCL5,3035
RN7SL218P,298
CXCL3,2218
MIR9-1,88
MEX3A,10452
PPFIA2,501578
GSK3B,273673
CYP4X1,27082
PRDM10,103129
REELD1,17752
IDE,122412
CNOT6L,106228
PRAF2,2841
CYP4Z1,51087
TUBAP9,1201
BNC2,461340
MTND1P34,1410
PDZK1IP1,7462
HGFAC,7518
FOXE3,1767
FOXD2-AS1,2508
VHLL,683
LRRC52,19957
IGSF3,93356
TOMM7,10221
ESYT2,99258
RNU1-47P,162
VDAC3P1,849
CCDC120,16285
RD3L,2135
CHP2,3909
RN7SL634P,291
ASPG,29896
DOK7,38167
CNN2P3,905
GXYLT1P6,1186
CWC27,336044
AKAP8,26430
CYP4F33P,255
PRKCB,384628
ANKRD18B,84597
NTMT2,22907
LRPAP1,28834
HOXA10,9656
MIR203A,109
MIR203B,85
KIF26A,44440
ELAVL4,179743
TMEM178B,406316
IFIT5,7037
RNU6-599P,106
SNX18P5,867
CNN2P4,903
MIR324,82
RNF44,11313
RN7SL847P,269
BICD2,53470
NUDT9P1,744
ITGA11,135631
PCGF5,121325
DNAH11,358800
DVL2,9175
MIR5004,106
MTCYBP4,248
HSPE1P21,307
NUP43,25350
RNU6-714P,102
EEF1DP2,842
SNX18P2,807
